PatientID,Diagnosis,Breed,Age,Sex,Neutered,WeightChange,Weight,Hospitalised,Vomiting,Diarrhoea,Hepatomegaly,ThinDrySkin,Alopecia,Pruritus,MuscleWastageWeakness,Lethargy,Panting,Neurological,Polydipsia,Polyuria,Polyphagia,IncreasedALKP,IncreasedATL_GGT_AST,Hypertensive,LowBloodSugar,Hypothyroid,CruciateSurgery
583,0,Others,6,F,True,No change,38.9,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False
584,0,Crossbreed,13,F,False,No change,26.6,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
585,0,Crossbreed,10,F,True,Weight gain,25.1,False,False,False,True,False,False,False,False,False,True,False,True,True,False,,,False,False,False,False
586,0,Jack Russell Terrier,14,F,True,Weight loss,7.7,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False
587,0,Poodle,14,M,True,No change,9.25,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,False,False,False,False
588,0,Border Terrier,12,F,True,No change,11.65,False,False,False,False,False,False,False,False,False,False,False,True,True,False,,,False,False,False,False
589,0,West Highland White Terrier,8,F,True,No change,9.4,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False
590,0,West Highland White Terrier,11,F,True,No change,8.2,False,False,False,True,True,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False
591,0,Cocker Spaniel,11,M,True,No change,26.8,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False
592,0,Others,7,M,True,No change,51.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,,False,False,False,False
593,0,Yorkshire Terrier,13,F,True,No change,2.7,False,True,True,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False
594,0,Yorkshire Terrier,7,M,True,Weight gain,,False,False,False,False,True,True,False,False,False,False,False,False,False,False,,,False,False,True,False
595,0,Others,15,F,True,No change,,False,False,False,False,False,False,False,False,True,False,False,True,True,False,,,False,False,False,False
596,0,Staffordshire Bull Terrier,11,F,True,No change,,True,True,True,True,False,False,False,True,True,True,False,False,False,False,,,False,False,False,False
597,0,Crossbreed,13,F,True,No change,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,False,False,False,False
598,0,Springer Spaniel,14,F,True,No change,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
599,0,Others,10,F,True,No change,13.2,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False
600,0,West Highland White Terrier,8,F,True,Weight loss,8.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
601,0,Others,11,M,True,No change,50.3,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
602,0,Jack Russell Terrier,14,M,False,No change,10.5,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,False,False,False
603,0,Others,11,F,True,No change,7.0,True,True,False,False,False,False,False,False,False,False,False,True,True,False,,,False,False,False,False
604,0,Jack Russell Terrier,13,M,False,No change,10.6,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,False,False,False,False
605,0,Yorkshire Terrier,14,M,False,No change,2.84,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,False,False,True,False
606,0,Schnauzer,10,M,False,No change,33.1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,False,False,False,False
607,0,Crossbreed,9,F,True,Weight loss,25.85,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
608,0,Bichon Frise,13,M,True,No change,7.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,,,False,True,False,False
609,0,Others,4,M,True,No change,32.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,True,False,False
610,0,Crossbreed,8,M,True,No change,,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,,False,False,False,False
611,0,Staffordshire Bull Terrier,10,M,True,No change,24.9,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,False,False,False,False
612,0,Crossbreed,12,F,True,No change,11.6,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
613,0,Crossbreed,8,F,True,No change,21.1,False,True,True,False,True,False,False,False,True,True,False,True,True,False,True,True,False,False,False,False
614,0,Labrador Retriever,11,F,False,No change,33.2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False
615,0,Others,11,F,True,No change,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,False,False,False,False
616,0,Jack Russell Terrier,12,F,True,No change,9.8,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False
617,0,Yorkshire Terrier,5,M,True,No change,6.6,False,True,True,False,False,False,False,False,True,False,False,False,False,False,,,False,False,False,False
618,0,Jack Russell Terrier,10,M,True,No change,13.2,False,False,False,False,False,False,False,False,False,False,False,True,True,True,,,False,False,False,False
619,0,Cocker Spaniel,6,F,True,No change,11.0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False
620,0,West Highland White Terrier,13,M,True,No change,11.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,False,False,False,False
621,0,Staffordshire Bull Terrier,14,M,True,Weight loss,19.6,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
622,0,Others,6,M,True,No change,54.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False
623,0,Schnauzer,9,M,False,Weight loss,8.85,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False
624,0,Schnauzer,11,M,True,No change,11.2,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False
625,0,Crossbreed,9,M,True,Weight loss,,False,False,False,False,False,False,False,True,False,False,False,True,True,False,,,False,False,False,False
626,0,Yorkshire Terrier,17,F,True,No change,3.99,False,False,False,False,True,True,False,False,False,False,False,False,False,False,,,False,False,False,False
627,0,Crossbreed,10,M,True,No change,22.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False
628,0,Cocker Spaniel,10,M,True,Weight gain,15.8,True,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,True
629,0,Others,4,M,True,No change,35.5,False,False,False,False,False,False,False,False,False,False,False,True,True,False,,,False,False,False,False
630,0,Others,12,F,True,No change,12.3,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
631,0,Bichon Frise,11,M,True,Weight loss,10.1,False,False,False,True,False,True,False,False,False,False,False,True,True,False,,,False,False,False,False
632,0,Others,3,M,True,No change,21.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
633,0,Jack Russell Terrier,13,F,True,No change,7.15,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False
634,0,Staffordshire Bull Terrier,13,M,False,No change,21.1,False,False,False,False,False,False,False,True,False,True,False,False,False,False,,,False,False,False,False
635,0,Jack Russell Terrier,10,M,True,No change,7.2,True,True,False,False,False,False,False,True,True,False,False,False,False,False,,,False,False,False,False
636,0,Cavalier King Charles Spaniel,10,F,True,Weight gain,14.2,False,False,False,False,True,True,False,False,False,False,False,False,False,False,,,False,False,False,False
637,0,Others,14,M,True,No change,6.95,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
638,0,Others,9,M,True,No change,3.9,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
639,0,Crossbreed,14,F,True,Weight loss,,False,True,True,False,False,False,False,False,False,False,False,True,True,False,,,False,False,False,False
640,0,Crossbreed,2,F,True,Weight gain,20.8,False,False,False,False,False,False,False,False,True,False,False,False,False,True,,,False,False,False,False
641,0,Others,9,M,True,No change,14.3,False,False,False,False,True,True,False,False,False,False,False,True,False,False,,,True,False,False,False
642,0,Others,8,M,True,No change,5.6,True,False,False,False,False,False,False,False,True,True,False,True,True,False,,,False,False,False,False
643,0,Shih Tzu,15,F,True,No change,10.9,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
644,0,Others,10,M,False,No change,11.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
645,0,West Highland White Terrier,14,F,True,Weight loss,8.4,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,False,False,False,False
646,0,Labrador Retriever,13,M,False,No change,28.2,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False
647,0,West Highland White Terrier,10,F,True,No change,9.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,False,False,False,False
648,0,Crossbreed,13,M,True,Weight gain,9.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
649,0,Others,8,M,False,No change,15.5,False,False,False,False,True,False,True,False,False,True,False,False,False,False,,,False,False,False,False
650,0,Poodle,10,F,True,No change,6.2,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,,False,False,False,False
651,0,Springer Spaniel,7,M,True,No change,26.8,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,False,False,False,False
652,0,Crossbreed,8,M,True,No change,11.85,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
653,0,West Highland White Terrier,13,F,True,No change,6.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,False,False,False,False
654,0,West Highland White Terrier,14,F,True,Weight gain,9.9,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False
655,0,West Highland White Terrier,12,F,True,No change,8.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,False,False,False,False
656,0,Border Terrier,10,F,False,No change,10.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
657,0,Schnauzer,8,M,True,No change,10.9,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False
658,0,Bichon Frise,10,F,True,Weight gain,11.2,False,False,False,True,False,False,False,False,True,False,False,True,False,True,True,True,False,False,False,False
659,0,Jack Russell Terrier,12,F,False,No change,13.6,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
660,0,Schnauzer,9,M,False,No change,8.95,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
661,0,Jack Russell Terrier,14,F,True,Weight loss,5.4,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False
662,0,Others,4,F,True,Weight loss,52.1,False,False,False,False,False,True,False,True,True,False,False,False,False,False,,,False,False,False,False
663,0,Crossbreed,8,M,True,No change,9.6,False,False,False,False,False,False,False,False,False,False,False,True,False,True,,,False,False,False,False
664,0,Shih Tzu,9,F,False,No change,5.33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
665,0,Springer Spaniel,9,M,True,No change,27.75,True,False,True,False,False,False,False,False,False,False,True,True,True,False,,,False,False,False,False
666,0,Staffordshire Bull Terrier,15,F,True,No change,20.3,False,False,False,False,False,False,False,False,True,True,False,True,True,False,True,True,False,False,False,False
667,0,Others,11,M,True,No change,17.5,True,False,False,True,False,False,False,False,True,False,False,True,True,False,,,False,False,False,False
668,0,Yorkshire Terrier,16,M,True,No change,1.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
669,0,Crossbreed,13,M,True,No change,26.85,False,False,False,True,False,False,False,False,False,True,False,False,False,False,,,False,False,True,False
670,0,Cavalier King Charles Spaniel,7,F,True,No change,14.65,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,False,False,False,False
671,0,Crossbreed,4,F,True,No change,10.2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,False,False,False,False
672,0,Crossbreed,10,M,False,Weight gain,21.35,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False
673,0,Labrador Retriever,10,M,False,No change,47.8,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False
674,0,Cavalier King Charles Spaniel,10,F,True,No change,12.4,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False
675,0,Schnauzer,9,M,True,No change,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,True,False,False
676,0,Staffordshire Bull Terrier,4,F,True,No change,21.3,False,False,False,True,True,False,True,False,True,True,False,False,False,False,,,False,False,False,False
677,0,Yorkshire Terrier,11,M,True,No change,6.7,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,,False,True,False,False
678,0,Jack Russell Terrier,10,M,True,No change,9.55,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False
679,0,Crossbreed,9,F,True,No change,8.2,False,False,False,True,True,True,False,False,False,False,False,True,True,False,True,True,False,False,False,False
680,0,Others,10,M,True,No change,23.85,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False
681,0,Crossbreed,14,F,True,Weight gain,,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,,False,False,False,False
682,0,Crossbreed,6,M,True,No change,14.2,False,False,True,False,False,False,False,False,True,False,True,True,True,True,True,,False,False,False,False
683,0,Collie,8,F,False,Weight gain,,False,False,False,True,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False
684,0,Schnauzer,10,M,True,No change,10.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
685,0,Labrador Retriever,8,F,True,No change,37.9,False,False,False,False,False,False,True,False,True,True,False,True,False,False,True,True,False,False,False,False
686,0,Labrador Retriever,10,M,True,No change,42.2,True,False,False,False,False,True,False,False,True,True,False,False,False,False,,,False,False,False,False
687,0,Labrador Retriever,8,F,True,No change,40.0,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False
688,0,Crossbreed,9,F,True,No change,20.4,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False
689,0,Crossbreed,8,M,False,Weight loss,28.8,False,False,False,True,True,True,True,False,True,False,False,True,True,False,,,False,False,False,False
690,0,Others,14,M,False,Weight loss,20.25,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False
691,0,Cocker Spaniel,10,F,True,No change,10.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False
692,0,Staffordshire Bull Terrier,13,F,True,Weight gain,16.0,False,False,False,False,False,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False
693,0,Crossbreed,11,F,True,No change,30.9,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False
694,0,Others,6,F,True,Weight loss,64.6,True,False,False,False,False,True,False,False,False,False,False,False,False,False,,,False,False,False,False
695,0,Staffordshire Bull Terrier,9,F,True,Weight gain,12.2,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False
696,0,Schnauzer,12,M,True,No change,10.9,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False,False
697,0,West Highland White Terrier,12,M,False,No change,12.4,False,False,False,True,True,False,False,False,False,False,False,True,True,False,True,,False,False,False,False
698,0,Bichon Frise,8,M,True,No change,9.55,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False
699,0,Others,1,F,True,No change,26.2,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
700,0,Crossbreed,5,F,True,No change,25.5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
701,0,Others,11,F,True,No change,43.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
702,0,Bichon Frise,10,F,False,No change,8.05,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,False,False,False,False
703,0,Others,11,F,True,No change,13.2,False,True,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
704,0,Crossbreed,6,M,True,No change,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
705,0,Staffordshire Bull Terrier,5,F,False,No change,17.1,True,False,False,False,True,False,False,False,False,False,False,True,True,False,,True,False,False,False,False
706,0,West Highland White Terrier,12,M,False,No change,11.15,False,False,False,False,True,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False
707,0,Jack Russell Terrier,0,F,False,No change,4.05,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,,False,False,False,False
708,0,Others,7,F,True,No change,,False,True,True,False,False,False,False,False,True,False,False,False,False,False,,,False,False,False,False
709,0,Others,14,M,True,No change,37.0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False
710,0,Others,6,F,False,No change,26.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
711,0,Bichon Frise,11,F,True,No change,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False
712,0,Jack Russell Terrier,7,F,False,Weight loss,4.24,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,True,False,False
713,0,Schnauzer,8,M,True,No change,12.65,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
714,0,Others,15,M,True,No change,13.6,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
715,0,Crossbreed,12,M,True,No change,32.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,False,False,False,False
716,0,Others,9,M,False,No change,6.4,True,False,False,False,True,True,True,False,False,False,False,False,False,False,,,False,False,False,False
717,0,Crossbreed,4,F,True,No change,33.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,False,False,False,False
718,0,Others,15,M,False,Weight loss,4.4,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
719,0,Crossbreed,15,F,True,Weight loss,15.75,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
720,0,Others,7,F,True,No change,30.3,False,False,False,False,False,False,False,False,False,False,False,True,True,False,,,False,False,False,False
721,0,Crossbreed,9,M,False,No change,33.9,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
722,0,Cavalier King Charles Spaniel,9,M,True,Weight loss,,True,False,False,True,True,False,True,False,False,False,False,True,False,False,,,False,False,False,False
723,0,Cocker Spaniel,12,F,False,No change,14.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,True,False
724,0,Crossbreed,10,F,False,Weight gain,14.8,False,True,False,False,False,False,True,False,False,True,False,True,False,False,,,False,False,False,False
725,0,Crossbreed,3,M,True,No change,10.0,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False
726,0,Labrador Retriever,7,M,True,No change,41.8,False,False,True,False,True,False,False,False,False,False,False,True,False,False,,,False,False,False,False
727,0,Border Terrier,9,F,True,No change,8.25,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
728,0,Others,6,M,False,No change,7.6,True,False,False,False,True,True,True,False,False,False,False,False,False,False,,,False,False,False,False
729,0,Jack Russell Terrier,9,M,True,No change,7.65,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
730,0,Others,8,F,True,No change,12.2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
731,0,Labrador Retriever,3,F,True,No change,37.5,False,False,False,False,True,True,True,False,False,False,False,False,False,False,,,False,False,True,False
732,0,Labrador Retriever,10,F,True,Weight loss,27.3,False,False,False,False,False,False,False,True,False,True,False,False,False,True,,,False,False,False,False
733,0,Crossbreed,14,F,True,No change,18.2,True,False,False,True,True,False,False,False,False,True,False,True,True,False,,,False,False,False,False
734,0,Others,13,M,True,No change,5.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
735,0,Others,10,M,False,No change,13.5,False,False,False,True,True,True,False,False,False,False,False,False,False,False,,,False,False,False,False
736,0,Others,12,F,True,No change,14.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
737,0,Chihuahua,2,M,True,No change,3.7,True,False,False,False,False,False,False,False,True,False,False,False,False,False,,,False,False,False,False
738,0,Crossbreed,6,M,True,No change,10.8,False,False,False,False,False,False,False,False,False,False,False,True,True,False,,,False,False,False,False
739,0,Cavalier King Charles Spaniel,7,M,True,No change,,False,False,False,False,True,True,False,True,False,False,False,True,True,False,,,False,False,False,False
740,0,Others,10,M,False,Weight loss,34.3,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False
741,0,Crossbreed,8,F,True,No change,10.6,False,False,False,False,False,False,True,False,False,False,False,True,True,False,,,False,False,False,False
742,0,Yorkshire Terrier,11,M,True,Weight gain,11.2,False,False,False,False,False,False,False,False,False,False,False,True,True,False,,,False,False,False,False
743,0,Schnauzer,11,F,True,No change,9.2,False,False,False,True,True,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False
744,0,Crossbreed,8,F,True,No change,7.9,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False
745,0,Crossbreed,7,M,True,No change,22.05,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False
746,0,Labrador Retriever,10,F,True,Weight loss,27.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
747,0,West Highland White Terrier,12,M,False,No change,12.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,True,False,False,False
748,0,Schnauzer,9,F,True,No change,8.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
749,0,Crossbreed,5,M,True,No change,27.6,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
750,0,Others,2,F,True,Weight gain,30.1,False,False,False,False,True,False,False,False,True,True,False,False,True,False,,True,False,False,True,False
751,0,Others,8,F,True,No change,8.3,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False
752,0,Crossbreed,12,F,False,No change,10.43,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
753,0,Yorkshire Terrier,12,M,False,No change,4.53,False,False,False,True,False,True,False,False,False,False,False,True,True,False,,,True,False,False,False
754,0,Others,12,F,True,No change,8.65,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
755,0,Collie,9,F,True,Weight loss,,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
756,0,Cocker Spaniel,7,F,False,No change,12.3,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,,False,False,False,False
757,0,Staffordshire Bull Terrier,10,F,False,No change,17.6,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
758,0,Crossbreed,14,F,True,No change,,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False
759,0,West Highland White Terrier,9,M,True,No change,9.05,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,,False,False,False,False
760,0,Others,13,F,False,No change,10.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
761,0,Others,10,F,True,No change,10.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
762,0,Others,10,M,True,Weight loss,45.3,True,False,False,False,False,True,False,False,False,True,False,False,False,False,,,False,False,False,False
763,0,Crossbreed,2,F,True,No change,6.7,False,False,False,True,True,True,False,False,False,True,False,False,False,False,,,False,False,False,False
764,0,Schnauzer,10,F,True,No change,11.85,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
765,0,Others,9,F,True,No change,14.4,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
766,0,Border Terrier,10,M,True,No change,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False
767,0,Others,10,F,True,No change,17.7,False,True,True,False,False,True,False,False,True,False,False,False,False,False,,,False,False,False,False
768,0,Crossbreed,4,M,True,No change,18.95,False,False,False,False,False,False,False,False,False,False,False,True,True,False,,,False,True,False,False
769,0,Cocker Spaniel,9,M,True,No change,18.6,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False
770,0,Labrador Retriever,7,F,True,No change,34.8,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False
771,0,Crossbreed,5,M,False,No change,11.0,False,True,True,True,True,False,True,False,False,False,False,False,False,False,,,False,False,False,False
772,0,Boxer,10,M,True,No change,28.2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,False,False,False,False
773,0,Crossbreed,3,F,True,No change,39.9,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
774,0,Others,7,F,False,No change,27.9,False,False,True,False,False,False,False,False,False,True,False,True,False,False,,,False,False,False,False
775,0,Others,9,M,True,No change,35.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True
776,0,Staffordshire Bull Terrier,8,F,True,No change,21.25,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
777,0,Others,11,M,True,No change,34.8,False,False,False,False,False,False,False,False,False,False,False,True,True,False,,,False,False,False,False
778,0,Border Terrier,13,M,False,Weight gain,9.7,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,,False,False,False,False
779,0,Bichon Frise,12,M,True,No change,15.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
780,0,Cocker Spaniel,13,F,False,No change,13.5,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
781,0,Others,7,F,True,Weight gain,35.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
782,0,Others,6,F,True,Weight gain,10.65,False,False,False,False,False,False,False,False,False,False,False,True,True,True,,,False,False,False,False
783,0,Crossbreed,13,F,True,No change,20.6,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False
784,0,Cavalier King Charles Spaniel,10,F,True,Weight loss,16.3,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False
785,0,Others,14,M,False,No change,6.95,False,False,False,False,False,False,False,False,False,False,False,True,True,False,,,False,False,False,False
786,0,Cocker Spaniel,7,F,True,No change,20.1,False,False,True,False,False,False,False,False,True,False,False,True,True,False,,,False,False,False,False
787,0,Crossbreed,13,M,True,No change,16.5,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False
788,0,Bichon Frise,6,F,False,No change,9.13,False,True,False,False,True,False,True,False,True,False,False,True,True,False,,,False,False,False,False
789,0,Crossbreed,7,M,False,No change,41.4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False
790,0,Others,6,M,True,No change,29.7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,False,False,False,False
791,0,Labrador Retriever,14,F,True,Weight loss,24.6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,False,False,False,False
792,0,Crossbreed,11,M,True,No change,26.75,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False
793,0,Jack Russell Terrier,10,F,True,No change,8.65,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,False,False,False
794,0,Cocker Spaniel,11,M,True,No change,15.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
795,0,Crossbreed,14,F,True,No change,27.5,False,False,False,False,False,False,False,False,False,False,False,True,True,True,,,True,False,False,False
796,0,West Highland White Terrier,10,F,True,No change,10.0,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True,True,False,False,False,False
797,0,Schnauzer,10,F,True,No change,12.5,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
798,0,Others,10,M,True,No change,,False,False,False,False,False,True,False,False,False,True,False,False,False,False,,,False,False,False,False
