PatientID,BirthDate,IsNeutered,SexSource,BreedVeNomID,SourceBreed,Case_1,Date first suspected_2,Date confirmed_3,Date ruled out_4,Weight at suspected,Polydipsia mentioned_5,Polyuria mentioned_6,Polyphagia_7,Vomiting_8,Diarrhoea_9,Potbelly/hepatomegaly_10,Weight_11,Thin/dry skin_12,Alopecia_13,Pruritus_14,Muscle wastage/weakness_15,Lethargy_16,Panting_17,Neurological signs_18,Increased ALKP_19,Increased ALT/GGT/AST_20,USG <1.20_21,Proteinuria_22,Heart rate_23,Temperature_24,ALKP level_28,USG level_29,Hospitalised,Hypertensive,Insulin,Hypothyroid,Cruciate
550,26/05/2006 0:00,FALSE,Male      ,15087,Yorkshire Terrier,1,27/03/2018 23:00,8/05/2018 23:00,,8.3,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
551,30/12/2009 0:00,TRUE,Male      ,15087,Yorkshire Terrier,1,30/04/2018 23:00,9/05/2018 23:00,,5.11,Yes,Yes,Yes,No,No,No,Weight gain,Yes,No,No,No,No,Yes,No,Unknown,Unknown,Yes,No,,39,,1.01,No,No,No,No,No
552,1/06/2008 0:00,FALSE,Female    ,Crossbreed,Crossbreed,1,25/03/2018 23:00,12/05/2018 23:00,,6.22,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,88,38.7,,,No,No,No,No,No
553,25/01/2009 0:00,FALSE,Female    ,14844,Cavalier King Charles Spaniel,1,17/04/2018 23:00,14/05/2018 23:00,,7.65,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Unknown,Unknown,140,,,,No,No,No,No,No
554,1/03/2007 0:00,FALSE,Male      ,14631,Labrador Retriever,1,30/04/2018 23:00,14/05/2018 23:00,,47,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,Yes,Yes,,,,1.015,Yes,Yes,No,No,No
555,4/03/2006 0:00,FALSE,Female    ,15086,West Highland White Terrier,1,27/03/2018 23:00,15/05/2018 23:00,,6.7,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
556,7/05/2005 0:00,TRUE,Female - Neutered,13956,Dachshund,1,13/05/2018 23:00,15/05/2018 23:00,,3.6,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Unknown,Unknown,Unknown,Unknown,192,,,,No,No,No,Yes,No
557,9/08/2010 0:00,TRUE,Female - Neutered,13714,Bichon Frise,1,10/05/2018 23:00,15/05/2018 23:00,,9.6,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Unknown,,,,1.006,No,No,No,No,No
558,14/09/2008 0:00,TRUE,Female    ,15086,West Highland Terrier,1,8/05/2018 23:00,15/05/2018 23:00,,,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,120,38.8,,,No,No,No,No,No
559,14/03/2009 0:00,TRUE,Female - Neutered,14796,German Shepherd,1,10/05/2018 23:00,16/05/2018 23:00,,35.5,Yes,No,Yes,No,No,No,No change,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Unknown,,,,1.01,No,No,No,No,No
560,10/04/2006 0:00,TRUE,Female    ,15009,Jack Russell Terrier,1,30/04/2018 23:00,16/05/2018 23:00,,14.4,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Unknown,Unknown,,,1500,,No,No,No,Yes,No
561,14/05/2006 0:00,TRUE,Male - Neutered,15045,Patterdale Terrier,1,26/10/2017 23:00,17/05/2018 23:00,,13.5,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Unknown,Yes,Yes,,,,1.011,No,No,No,No,No
562,7/07/2008 16:55,FALSE,Male      ,15076,Staffordshire Bull Terrier,1,8/05/2018 23:00,20/05/2018 23:00,,,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,Yes,Yes,,,,1.006,No,No,No,No,No
563,9/06/2007 0:00,TRUE,Male - Neutered,14363,Lhasa Apso,1,13/05/2018 23:00,22/05/2018 23:00,,11.2,Yes,Yes,No,No,No,No,Weight loss,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,84,38.3,639,1.008,No,No,No,No,No
564,14/04/2004 0:00,TRUE,Male      ,15009,Jack Russell Terrier,1,28/12/2017 0:00,22/05/2018 23:00,,16.5,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Unknown,Unknown,Unknown,Unknown,120,,,,No,No,No,No,No
565,4/08/2008 0:00,TRUE,Female    ,15009,Jack Russell Terrier,1,15/05/2018 23:00,22/05/2018 23:00,,8,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
566,1/06/2007 0:00,TRUE,Male - Neutered,15009,Jack Russell Terrier,1,19/05/2018 23:00,23/05/2018 23:00,,4,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,Yes,Yes,,,,1.005,No,No,No,No,No
567,19/10/2010 0:00,FALSE,Male      ,14962,Border Terrier,1,19/02/2018 0:00,24/05/2018 23:00,,10.4,Yes,Yes,Yes,No,Yes,No,Weight loss,No,Yes,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
568,9/08/2007 0:00,TRUE,Male      ,Crossbreed,Crossbreed,1,6/05/2018 23:00,25/05/2018 23:00,,10.06,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
569,15/06/2010 0:00,TRUE,Male      ,Crossbreed,Crossbreed,1,25/03/2018 0:00,27/05/2018 23:00,,13.9,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
570,5/12/2006 0:00,TRUE,Female - Neutered,14962,Border Terrier,1,23/04/2018 23:00,28/05/2018 23:00,,12,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
571,4/02/2005 0:00,FALSE,Female    ,15043,Norwich Terrier,1,27/05/2018 23:00,30/05/2018 23:00,,11.8,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Unknown,Unknown,78,37.8,,,Yes,Yes,No,No,No
572,25/07/2007 0:00,TRUE,Male - Neutered,15087,Yorkshire Terrier,1,28/05/2018 23:00,3/06/2018 23:00,,14.1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Unknown,Unknown,,,2570,,No,No,No,No,No
573,31/03/2007 0:00,TRUE,Male      ,15086,West Highland White Terrier,1,19/12/2017 0:00,4/06/2018 23:00,,8.7,Yes,Yes,Yes,No,No,Yes,Weight loss,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,,,,1.02,No,No,No,No,No
574,17/01/2007 0:00,TRUE,Female - Neutered,15076,Staffordshire Bull Terrier,1,22/05/2018 23:00,5/06/2018 23:00,,24.45,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,,39.4,,1.022,No,No,No,No,No
575,25/12/2007 0:00,TRUE,Male - Neutered,15049,Scottish Terrier,1,12/06/2018 23:00,20/06/2018 23:00,,11.7,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
576,18/12/2013 0:00,FALSE,Female    ,15087,Yorkshire Terrier,1,13/06/2018 23:00,21/06/2018 23:00,,5,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,,,,1.015,No,No,No,No,No
577,9/01/2012 0:00,TRUE,Female - Neutered,13878,Crossbreed,1,19/03/2018 0:00,25/06/2018 23:00,,9.4,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,132,,337,1.028,No,No,No,No,No
578,6/07/2009 0:00,TRUE,Male - Neutered,13724,Boxer,1,22/06/2018 23:00,1/07/2018 23:00,,42.1,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,Yes,Yes,,,,1.004,No,No,No,No,No
579,11/01/2008 0:00,TRUE,Female - Neutered,14994,Cesky Terrier,1,2/07/2018 23:00,4/07/2018 23:00,,11.7,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Unknown,Unknown,Yes,Yes,88,38.4,,1.01,No,No,No,No,No
580,20/07/2004 0:00,TRUE,Female - Neutered,Crossbreed,Crossbreed,1,12/03/2018 0:00,9/10/2018 23:00,,13.85,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,Unknown,Unknown,Yes,Yes,100,,,1.012,No,No,No,No,No
581,1/08/2006 0:00,TRUE,Male      ,14595,Poodle,0,21/12/2015 0:00,,4/01/2016 0:00,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Yes,Unknown,Unknown,,,,,No,No,No,No,No
582,30/03/2003 0:00,TRUE,Male - Neutered,15076,Staffordshire Bull Terrier,0,2/01/2016 0:00,,6/01/2016 0:00,26.3,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,80,,,,No,No,No,No,No
583,21/07/2009 0:00,TRUE,Female    ,14284,Italian Spinone,0,24/11/2015 0:00,,7/01/2016 0:00,38.9,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Unknown,Unknown,96,,875,,No,No,No,No,No
584,17/11/2002 0:00,FALSE,Female    ,Crossbreed,Crossbreed,0,17/11/2015 0:00,,7/01/2016 0:00,26.6,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Unknown,Unknown,,,804,,No,No,No,No,No
585,2/07/2005 0:00,TRUE,Female    ,Crossbreed,Crossbreed,0,8/10/2015 23:00,,8/01/2016 0:00,25.1,Yes,Yes,No,No,No,Yes,Weight gain,No,No,No,No,No,Yes,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
586,29/03/2001 0:00,TRUE,Female - Neutered,15009,Jack Russell Terrier,0,21/12/2015 0:00,,11/01/2016 0:00,7.7,Yes,Yes,Yes,No,No,No,Weight loss,No,No,No,No,No,No,No,Yes,Yes,Yes,No,,,1231,1.018,No,No,No,No,No
587,1/09/2002 0:00,TRUE,Male - Neutered,14593,Poodle,0,8/01/2016 0:00,,12/01/2016 0:00,9.25,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Unknown,No,Yes,,,,1.02,No,No,No,No,No
588,1/03/2004 0:00,TRUE,Female - Neutered,14962,Border Terrier,0,10/01/2016 0:00,,13/01/2016 0:00,11.65,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,No,Yes,,,,1.022,No,No,No,No,No
589,26/04/2007 0:00,TRUE,Female - Neutered,15086,West Highland White Terrier,0,21/12/2015 0:00,,13/01/2016 0:00,9.4,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,,,1432,1.008,No,No,No,No,No
590,14/08/2004 0:00,TRUE,Female - Neutered,15086,West Highland White Terrier,0,21/12/2015 0:00,,14/01/2016 0:00,8.2,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,,,226,1.012,No,No,No,No,No
591,22/01/2004 0:00,TRUE,Male - Neutered,14846,Cocker Spaniel,0,13/01/2016 0:00,,15/01/2016 0:00,26.8,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,100,38.3,1479,1.046,No,No,No,No,No
592,29/10/2007 0:00,TRUE,Male      ,15085,Welsh Terrier,0,9/12/2015 0:00,,20/01/2016 0:00,51.5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
593,14/01/2003 0:00,TRUE,Female - Neutered,15087,Yorkshire Terrier,0,20/01/2016 0:00,,20/01/2016 0:00,2.7,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,148,38.6,,,No,No,No,No,No
594,1/08/2008 0:00,TRUE,Male      ,15087,Yorkshire Terrier,0,26/11/2015 0:00,,20/01/2016 0:00,,No,No,No,No,No,No,Weight gain,Yes,Yes,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,120,,,,No,No,No,Yes,No
595,1/03/2001 0:00,TRUE,Female    ,15086,West Highland Terrier,0,18/01/2016 0:00,,21/01/2016 0:00,,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Unknown,Unknown,Unknown,No,160,38.8,,,No,No,No,No,No
596,19/08/2004 0:00,TRUE,Female    ,15076,Staffordshire Bull Terrier,0,20/01/2016 0:00,,22/01/2016 0:00,,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,100,39.6,,,Yes,No,No,No,No
597,30/12/2002 0:00,TRUE,Female    ,Crossbreed,Crossbreed,0,7/01/2016 0:00,,22/01/2016 0:00,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
598,1/07/2002 0:00,TRUE,Female    ,14883,Springer Spaniel,0,22/01/2016 0:00,,25/01/2016 0:00,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Unknown,Unknown,80,,1070,,No,No,No,No,No
599,16/01/2006 0:00,TRUE,Female    ,14993,Cairn Terrier,0,19/01/2016 0:00,,25/01/2016 0:00,13.2,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Unknown,Yes,,,,,No,No,No,No,No
600,23/10/2007 0:00,TRUE,Female    ,15086,West Highland White Terrier,0,17/12/2015 0:00,,25/01/2016 0:00,8.3,No,No,No,No,No,No,Weight loss,No,No,No,No,No,No,No,Yes,Yes,Unknown,Unknown,,,,,Yes,No,No,No,No
601,18/06/2004 0:00,TRUE,Male - Neutered,14634,Rhodesian Ridgeback,0,25/01/2016 0:00,,26/01/2016 0:00,50.3,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,120,38,,,Yes,No,No,No,No
602,24/08/1999 0:00,FALSE,Male      ,15009,Jack Russell Terrier,0,2/06/2014 23:00,,27/01/2016 0:00,10.5,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Unknown,Unknown,,,384,,No,No,No,No,No
603,4/07/2004 0:00,TRUE,Female - Neutered,14047,Italian Greyhound,0,15/01/2016 0:00,,28/01/2016 0:00,7,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,Yes,No,No,No,No
604,24/08/2002 0:00,FALSE,Male      ,15009,Jack Russell Terrier,0,23/01/2016 0:00,,29/01/2016 0:00,10.6,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Yes,Unknown,,,,1.008,No,No,No,No,No
605,1/05/2001 0:00,FALSE,Male      ,15087,Yorkshire Terrier,0,26/01/2015 0:00,,30/01/2016 0:00,2.84,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Unknown,Unknown,Yes,Yes,,,,1.018,No,No,No,Yes,No
606,15/11/2005 0:00,FALSE,Male      ,19049,Schnauzer,0,30/12/2015 0:00,,1/02/2016 0:00,33.1,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
607,24/12/2006 0:00,TRUE,Female - Neutered,Crossbreed,Crossbreed,0,25/01/2016 0:00,,1/02/2016 0:00,25.85,No,No,No,No,No,No,Weight loss,Yes,No,No,No,No,No,No,Yes,Yes,No,No,,,288,1.03,No,No,No,No,No
608,17/11/2002 0:00,TRUE,Male - Neutered,13714,Bichon Frise,0,27/01/2016 0:00,,2/02/2016 0:00,7,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,Yes,No,No
609,5/02/2011 0:00,TRUE,Male      ,14275,Siberian Husky,0,20/01/2016 0:00,,2/02/2016 0:00,32,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,Yes,No,No
610,1/05/2007 0:00,TRUE,Male      ,Crossbreed,Crossbreed,0,28/09/2015 23:00,,3/02/2016 0:00,,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Yes,Unknown,,,,,No,No,No,No,No
611,1/07/2005 0:00,TRUE,Male      ,15076,Staffordshire Bull Terrier,0,1/02/2016 0:00,,4/02/2016 0:00,24.9,No,Yes,No,No,No,No,No change,No,No,No,No,No,No,No,Unknown,Unknown,Yes,No,,,,1,No,No,No,No,No
612,4/01/2003 0:00,TRUE,Female - Neutered,Crossbreed,Crossbreed,0,25/01/2016 0:00,,4/02/2016 0:00,11.6,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Unknown,Unknown,,38.5,,,No,No,No,No,No
613,24/03/2007 0:00,TRUE,Female - Neutered,18063,Crossbreed,0,8/12/2015 0:00,,5/02/2016 0:00,21.1,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,,39.2,600,1.005,No,No,No,No,No
614,27/08/2004 0:00,FALSE,Female    ,14631,Labrador Retriever,0,29/01/2016 0:00,,5/02/2016 0:00,33.2,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
615,1/08/2004 0:00,TRUE,Female    ,15086,West Highland Terrier,0,10/11/2015 0:00,,8/02/2016 0:00,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Unknown,Unknown,Unknown,,,,,Yes,No,No,No,No
616,26/09/2003 0:00,TRUE,Female - Neutered,15009,Jack Russell Terrier,0,15/01/2016 0:00,,9/02/2016 0:00,9.8,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Unknown,Unknown,,,,,No,No,No,No,No
617,25/01/2011 0:00,TRUE,Male      ,15087,Yorkshire Terrier,0,8/02/2016 0:00,,9/02/2016 0:00,6.6,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Unknown,Unknown,Unknown,Unknown,,38.4,,,No,No,No,No,No
618,21/07/2005 0:00,TRUE,Male - Neutered,15009,Jack Russell Terrier,0,3/02/2016 0:00,,11/02/2016 0:00,13.2,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
619,28/05/2009 0:00,TRUE,Female - Neutered,14846,Cocker Spaniel,0,24/12/2015 0:00,,18/02/2016 0:00,11,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,,,403,,No,No,No,No,No
620,1/10/2003 0:00,TRUE,Male - Neutered,15086,West Highland White Terrier,0,21/01/2016 0:00,,19/02/2016 0:00,11,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,38.7,,,No,No,No,No,No
621,27/05/2001 0:00,TRUE,Male - Neutered,15076,Staffordshire Bull Terrier,0,2/02/2016 0:00,,23/02/2016 0:00,19.6,No,No,No,Yes,Yes,Yes,Weight loss,No,No,No,Yes,No,No,No,Yes,Yes,Unknown,Unknown,112,,,,No,No,No,No,No
622,22/11/2009 0:00,TRUE,Male - Neutered,14796,German Shepherd,0,9/02/2016 0:00,,23/02/2016 0:00,54.4,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,No,No,,,,1.025,No,No,No,No,No
623,1/01/2007 0:00,FALSE,Male      ,14672,Schnauzer,0,10/02/2016 0:00,,24/02/2016 0:00,8.85,No,No,No,No,No,No,Weight loss,No,No,No,No,No,No,Yes,Yes,Yes,Unknown,Unknown,,,,,Yes,No,No,No,No
624,11/04/2004 0:00,TRUE,Male - Neutered,14672,Schnauzer,0,22/02/2016 0:00,,24/02/2016 0:00,11.2,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,,,2478,1.018,No,No,No,No,No
625,20/03/2006 0:00,TRUE,Male      ,Crossbreed,Crossbreed,0,1/02/2016 0:00,,25/02/2016 0:00,,Yes,Yes,No,No,No,No,Weight loss,No,No,No,Yes,No,No,No,Unknown,Unknown,Yes,Yes,140,38.4,,1.009,No,No,No,No,No
626,1/10/1999 0:00,TRUE,Female    ,15087,Yorkshire Terrier,0,8/02/2016 0:00,,26/02/2016 0:00,3.99,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
627,12/03/2005 0:00,TRUE,Male - Neutered,Crossbreed,Crossbreed,0,29/02/2016 0:00,,1/03/2016 0:00,22.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,Yes,No,No,No,No
628,19/07/2005 0:00,TRUE,Male - Neutered,14846,Cocker Spaniel,0,17/02/2016 0:00,,2/03/2016 0:00,15.8,Yes,Yes,No,No,No,No,Weight gain,No,No,No,No,Yes,No,No,Yes,No,Yes,No,120,39.2,406,1.012,Yes,No,No,No,Yes
629,29/02/2012 0:00,TRUE,Male - Neutered,14040,Greyhound,0,29/02/2016 0:00,,2/03/2016 0:00,35.5,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,No,No,100,,,1.05,No,No,No,No,No
630,9/01/2003 0:00,TRUE,Female - Neutered,15049,Scottish Terrier,0,20/09/2015 23:00,,3/03/2016 0:00,12.3,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,Unknown,Unknown,100,,,,No,No,No,No,No
631,1/05/2004 0:00,TRUE,Male - Neutered,13714,Bichon Frise,0,7/11/2015 0:00,,3/03/2016 0:00,10.1,Yes,Yes,No,No,No,Yes,Weight loss,No,Yes,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
632,18/12/2012 0:00,TRUE,Male - Neutered,13683,Beagle,0,23/02/2016 0:00,,4/03/2016 0:00,21.3,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,38.2,,1.014,No,No,No,No,No
633,4/02/2002 0:00,TRUE,Female - Neutered,15009,Jack Russell Terrier,0,24/02/2016 0:00,,4/03/2016 0:00,7.15,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Unknown,Unknown,,,2166,,Yes,No,No,No,No
634,22/06/2003 0:00,FALSE,Male      ,15076,Staffordshire Bull Terrier,0,8/02/2016 0:00,,7/03/2016 0:00,21.1,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Unknown,Unknown,Unknown,Unknown,100,38.1,,,No,No,No,No,No
635,14/05/2005 0:00,TRUE,Male - Neutered,15009,Jack Russell Terrier,0,15/02/2016 0:00,,8/03/2016 0:00,7.2,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Unknown,Unknown,Unknown,Unknown,,38.6,,,Yes,No,No,No,No
636,17/09/2005 0:00,TRUE,Female - Neutered,14844,Cavalier King Charles Spaniel,0,7/03/2016 0:00,,8/03/2016 0:00,14.2,No,No,No,No,No,No,Weight gain,Yes,Yes,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
637,27/06/2002 0:00,TRUE,Male - Neutered,14591,Pomeranian,0,12/02/2016 0:00,,9/03/2016 0:00,6.95,No,No,No,No,No,No,No change,No,No,No,No,No,No,No,Yes,Yes,No,No,140,,630,1.038,No,No,No,No,No
638,26/01/2007 0:00,TRUE,Male - Neutered,14591,Pomeranian,0,8/03/2016 0:00,,9/03/2016 0:00,3.9,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Unknown,Unknown,,,,,No,No,No,No,No
639,17/05/2001 0:00,TRUE,Female    ,Crossbreed,Crossbreed,0,4/03/2016 0:00,,9/03/2016 0:00,,Yes,Yes,No,Yes,Yes,No,Weight loss,No,No,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,120,38.2,,,No,No,No,No,No
640,15/11/2013 0:00,TRUE,Female    ,-271,Crossbreed,0,7/03/2016 0:00,,10/03/2016 0:00,20.8,No,No,Yes,No,No,No,Weight gain,No,No,No,No,Yes,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
641,27/01/2007 0:00,TRUE,Male - Neutered,14880,King Charles Spaniel,0,26/02/2016 0:00,,11/03/2016 0:00,14.3,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,132,,,,No,Yes,No,No,No
642,1/02/2008 0:00,TRUE,Male - Neutered,-1001,Maltese Terrier,0,9/03/2016 0:00,,12/03/2016 0:00,5.6,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Unknown,Unknown,No,No,,39,,1.03,Yes,No,No,No,No
643,31/08/2000 0:00,TRUE,Female    ,14833,Shih Tzu,0,1/02/2016 0:00,,14/03/2016 0:00,10.9,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,,,868,1.008,No,No,No,No,No
644,9/09/2006 0:00,FALSE,Male      ,14999,Fox Terrier,0,11/03/2016 0:00,,15/03/2016 0:00,11.4,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Unknown,Unknown,,,873,,No,No,No,No,No
645,15/02/2002 0:00,TRUE,Female    ,15086,West Highland White Terrier,0,12/03/2016 0:00,,15/03/2016 0:00,8.4,Yes,No,No,No,No,No,Weight loss,No,No,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
646,27/08/2002 0:00,FALSE,Male      ,14631,Labrador Retriever,0,8/03/2016 0:00,,15/03/2016 0:00,28.2,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Unknown,Unknown,,,,,No,No,No,No,No
647,22/08/2005 0:00,TRUE,Female    ,15086,West Highland White Terrier,0,7/03/2016 0:00,,16/03/2016 0:00,9.8,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
648,14/01/2003 0:00,TRUE,Male - Neutered,Crossbreed,Crossbreed,0,11/03/2016 0:00,,18/03/2016 0:00,9.6,No,No,No,No,No,No,Weight gain,No,No,No,No,No,No,No,Yes,Yes,Unknown,Yes,,,,,No,No,No,No,No
649,13/07/2007 0:00,FALSE,Male      ,14880,King Charles Spaniel,0,14/03/2016 0:00,,18/03/2016 0:00,15.5,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Unknown,Unknown,No,Yes,,,,1.03,No,No,No,No,No
650,13/09/2005 0:00,TRUE,Female - Neutered,14595,Poodle,0,4/03/2016 0:00,,18/03/2016 0:00,6.2,No,No,No,No,No,Yes,No change,No,Yes,No,No,No,No,No,No,Unknown,Unknown,Unknown,,,,,No,No,No,No,No
651,31/12/2008 0:00,TRUE,Male      ,14884,Springer Spaniel,0,15/03/2016 0:00,,18/03/2016 0:00,26.8,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Unknown,Unknown,Unknown,70,,,,No,No,No,No,No
